frame_tooltip,,,x_tooltip,y_tooltip,
984.0,Vitrector_tooltip,0,921,388,0.79614043
988.0,Vitrector_tooltip,0,918,388,0.5658956
990.0,Vitrector_tooltip,0,910,388,0.68108046
992.0,Vitrector_tooltip,0,906,388,0.7834363
992.0,Vitrector_tooltip,0,905,388,0.83831906
994.0,Vitrector_tooltip,0,904,388,0.89955986
996.0,Vitrector_tooltip,0,904,387,0.9428444
1000.0,Vitrector_tooltip,0,902,385,0.9582087
1002.0,Vitrector_tooltip,0,904,384,0.97355527
1002.0,Vitrector_tooltip,0,901,383,0.96107274
1004.0,Vitrector_tooltip,0,900,381,0.94946116
1008.0,Vitrector_tooltip,0,899,380,0.8340703
1010.0,Vitrector_tooltip,0,902,375,0.6438116
1010.0,Vitrector_tooltip,0,902,373,0.73303574
1014.0,Vitrector_tooltip,0,902,370,0.90177494
1014.0,Vitrector_tooltip,0,902,366,0.9330211
1016.0,Vitrector_tooltip,0,900,362,0.88005984
1018.0,Vitrector_tooltip,0,901,357,0.6814865
1020.0,Vitrector_tooltip,0,901,354,0.9596733
1024.0,Vitrector_tooltip,0,900,353,0.9762648
1024.0,Vitrector_tooltip,0,897,352,0.98342705
1028.0,Vitrector_tooltip,0,893,351,0.9776838
1030.0,Vitrector_tooltip,0,886,348,0.8812958
1032.0,Vitrector_tooltip,0,881,350,0.6728501
1034.0,Vitrector_tooltip,0,881,349,0.8228077
1036.0,Vitrector_tooltip,0,878,348,0.9194072
1038.0,Vitrector_tooltip,0,878,348,0.9466268
1038.0,Vitrector_tooltip,0,877,347,0.9677232
1040.0,Vitrector_tooltip,0,874,346,0.94165695
1042.0,Vitrector_tooltip,0,872,344,0.8997434
1044.0,Vitrector_tooltip,0,865,341,0.27054724
1046.0,Vitrector_tooltip,0,858,341,0.40022478
1048.0,Vitrector_tooltip,0,855,339,0.1978999
1052.0,Vitrector_tooltip,0,852,340,0.26909408
1054.0,Vitrector_tooltip,0,849,338,0.20441934
1054.0,Vitrector_tooltip,0,845,337,0.4704136
1058.0,Vitrector_tooltip,0,842,336,0.15639426
1058.0,Vitrector_tooltip,0,840,332,0.10776323
1064.0,Vitrector_tooltip,0,844,323,0.17400442
1066.0,Vitrector_tooltip,0,844,321,0.32763952
1066.0,Vitrector_tooltip,0,842,320,0.2581553
1068.0,Vitrector_tooltip,0,843,317,0.11991701
1116.0,Vitrector_tooltip,0,896,352,0.63949513
1118.0,Vitrector_tooltip,0,901,356,0.23524578
1120.0,Vitrector_tooltip,0,917,368,0.31227705
1120.0,Vitrector_tooltip,0,919,368,0.25430638
1122.0,Vitrector_tooltip,0,924,373,0.65642864
1124.0,Vitrector_tooltip,0,927,374,0.2566692
1128.0,Vitrector_tooltip,0,938,381,0.19283602
1130.0,Vitrector_tooltip,0,922,372,0.1957279
1130.0,Vitrector_tooltip,0,958,389,0.5817972
1132.0,Vitrector_tooltip,0,937,382,0.1325081
1132.0,Vitrector_tooltip,0,952,385,0.22757025
1134.0,Vitrector_tooltip,0,955,385,0.10802303
1144.0,Vitrector_tooltip,0,1040,420,0.10108667
1144.0,Vitrector_tooltip,0,1044,420,0.1481565
1146.0,Vitrector_tooltip,0,1048,420,0.57842577
1150.0,Vitrector_tooltip,0,1053,423,0.23174019
1152.0,Vitrector_tooltip,0,1058,422,0.16602144
1156.0,Vitrector_tooltip,0,1073,422,0.12633549
1156.0,Vitrector_tooltip,0,1080,424,0.20917125
1158.0,Vitrector_tooltip,0,1087,430,0.26886168
1160.0,Vitrector_tooltip,0,1083,425,0.22372916
1164.0,Vitrector_tooltip,0,1084,425,0.16333757
1166.0,Vitrector_tooltip,0,1084,425,0.2789847
1166.0,Vitrector_tooltip,0,1083,424,0.27883402
1168.0,Vitrector_tooltip,0,1084,425,0.27012247
1170.0,Vitrector_tooltip,0,1084,426,0.10339797
1174.0,Vitrector_tooltip,0,1083,436,0.47626087
1176.0,Vitrector_tooltip,0,1083,438,0.19631413
1178.0,Vitrector_tooltip,0,1080,439,0.24253057
1178.0,Vitrector_tooltip,0,1081,439,0.19500591
1182.0,Vitrector_tooltip,0,1080,441,0.25903478
1182.0,Vitrector_tooltip,0,1081,442,0.20290564
1186.0,Vitrector_tooltip,0,1082,443,0.20772752
1188.0,Vitrector_tooltip,0,1083,446,0.17997287
1188.0,Vitrector_tooltip,0,1083,446,0.21651575
1190.0,Vitrector_tooltip,0,1082,447,0.31761336
1192.0,Vitrector_tooltip,0,1081,447,0.6561401
1196.0,Vitrector_tooltip,0,1082,450,0.7340154
1198.0,Vitrector_tooltip,0,1083,450,0.83888775
1198.0,Vitrector_tooltip,0,1082,450,0.7661492
1200.0,Vitrector_tooltip,0,1083,450,0.7374803
1204.0,Vitrector_tooltip,0,1085,451,0.6301314
1206.0,Vitrector_tooltip,0,1084,450,0.7000213
1206.0,Vitrector_tooltip,0,1083,450,0.71649617
1208.0,Vitrector_tooltip,0,1085,453,0.6521927
1210.0,Vitrector_tooltip,0,1088,456,0.6278901
1214.0,Vitrector_tooltip,0,1088,458,0.76519626
1216.0,Vitrector_tooltip,0,1087,458,0.6382404
1218.0,Vitrector_tooltip,0,1089,462,0.15665686
1218.0,Vitrector_tooltip,0,1091,466,0.28556192
1220.0,Vitrector_tooltip,0,1088,470,0.43876263
1224.0,Vitrector_tooltip,0,1086,477,0.25805265
1226.0,Vitrector_tooltip,0,1087,483,0.33574337
1226.0,Vitrector_tooltip,0,1016,455,0.10362787
1226.0,Vitrector_tooltip,0,1087,484,0.32087728
1230.0,Vitrector_tooltip,0,1017,455,0.16243052
1230.0,Vitrector_tooltip,0,1084,485,0.32031482
1232.0,Vitrector_tooltip,0,1086,488,0.5895468
1234.0,Vitrector_tooltip,0,1082,487,0.4341525
1236.0,Vitrector_tooltip,0,1079,489,0.30642536
1236.0,Vitrector_tooltip,0,1026,468,0.19996253
1236.0,Vitrector_tooltip,0,1077,488,0.2208518
1238.0,Vitrector_tooltip,0,1037,474,0.20965467
1238.0,Vitrector_tooltip,0,1077,490,0.3274944
1242.0,Vitrector_tooltip,0,1036,474,0.30750093
1242.0,Vitrector_tooltip,0,1074,491,0.33354202
1244.0,Vitrector_tooltip,0,1054,480,0.1424938
1244.0,Vitrector_tooltip,0,1036,472,0.27160576
1244.0,Vitrector_tooltip,0,1075,490,0.32223514
1246.0,Vitrector_tooltip,0,1055,481,0.14478333
1246.0,Vitrector_tooltip,0,1036,473,0.24961233
1246.0,Vitrector_tooltip,0,1076,490,0.35799903
1246.0,Vitrector_tooltip,0,1055,482,0.10706314
1246.0,Vitrector_tooltip,0,1036,473,0.13017562
1246.0,Vitrector_tooltip,0,1076,491,0.4145735
1248.0,Vitrector_tooltip,0,1037,474,0.104373075
1248.0,Vitrector_tooltip,0,1056,483,0.15241224
1248.0,Vitrector_tooltip,0,1077,492,0.52081335
1250.0,Vitrector_tooltip,0,1081,499,0.5918731
1252.0,Vitrector_tooltip,0,1081,499,0.72182804
1256.0,Vitrector_tooltip,0,1080,500,0.78970075
1258.0,Vitrector_tooltip,0,1080,500,0.7488089
1258.0,Vitrector_tooltip,0,1079,501,0.8068156
1260.0,Vitrector_tooltip,0,1078,501,0.78536445
1262.0,Vitrector_tooltip,0,1076,501,0.80008155
1264.0,Vitrector_tooltip,0,1073,501,0.70606005
1268.0,Vitrector_tooltip,0,1070,503,0.45051652
1270.0,Vitrector_tooltip,0,1069,503,0.4103395
1272.0,Vitrector_tooltip,0,1056,503,0.25441343
1272.0,Vitrector_tooltip,0,1068,506,0.30955014
1274.0,Vitrector_tooltip,0,1014,487,0.11626075
1274.0,Vitrector_tooltip,0,1067,505,0.29799476
1278.0,Vitrector_tooltip,0,1070,504,0.49884504
1278.0,Vitrector_tooltip,0,1072,504,0.6685172
1280.0,Vitrector_tooltip,0,1071,504,0.68814737
1282.0,Vitrector_tooltip,0,1070,504,0.61046326
1286.0,Vitrector_tooltip,0,1068,502,0.5632965
1286.0,Vitrector_tooltip,0,1068,501,0.6041256
1288.0,Vitrector_tooltip,0,924,485,0.10206599
1288.0,Vitrector_tooltip,0,1046,496,0.39981082
1288.0,Vitrector_tooltip,0,1017,489,0.404745
1290.0,Vitrector_tooltip,0,1068,493,0.21463658
1290.0,Vitrector_tooltip,0,1045,495,0.54776657
1290.0,Vitrector_tooltip,0,1017,489,0.61323947
1292.0,Vitrector_tooltip,0,925,484,0.116623156
1292.0,Vitrector_tooltip,0,1020,487,0.39132962
1292.0,Vitrector_tooltip,0,1067,491,0.46843305
1292.0,Vitrector_tooltip,0,1049,492,0.62479436
1294.0,Vitrector_tooltip,0,1021,486,0.10451281
1294.0,Vitrector_tooltip,0,1067,491,0.36060444
1294.0,Vitrector_tooltip,0,1051,491,0.40404674
1298.0,Vitrector_tooltip,0,1022,486,0.17006722
1298.0,Vitrector_tooltip,0,1050,491,0.56201595
1300.0,Vitrector_tooltip,0,1067,491,0.3051704
1300.0,Vitrector_tooltip,0,1049,491,0.43712825
1302.0,Vitrector_tooltip,0,1024,486,0.13355908
1302.0,Vitrector_tooltip,0,1048,491,0.5468565
1302.0,Vitrector_tooltip,0,1047,491,0.4339715
1304.0,Vitrector_tooltip,0,1024,487,0.16075332
1304.0,Vitrector_tooltip,0,1049,491,0.5373485
1306.0,Vitrector_tooltip,0,1023,489,0.28150162
1306.0,Vitrector_tooltip,0,1047,491,0.5074473
1310.0,Vitrector_tooltip,0,997,473,0.12189204
1310.0,Vitrector_tooltip,0,1023,489,0.3593975
1310.0,Vitrector_tooltip,0,1043,489,0.43882903
1312.0,Vitrector_tooltip,0,1017,489,0.18804711
1312.0,Vitrector_tooltip,0,1048,486,0.24586265
1312.0,Vitrector_tooltip,0,1043,483,0.11085895
1312.0,Vitrector_tooltip,0,1018,488,0.18813963
1316.0,Vitrector_tooltip,0,1020,480,0.19293961
1316.0,Vitrector_tooltip,0,1043,477,0.19639318
1318.0,Vitrector_tooltip,0,1019,475,0.524883
1320.0,Vitrector_tooltip,0,1027,477,0.88694364
1322.0,Vitrector_tooltip,0,1023,471,0.87031496
1322.0,Vitrector_tooltip,0,1022,469,0.8958049
1324.0,Vitrector_tooltip,0,1021,467,0.8829264
1326.0,Vitrector_tooltip,0,1020,466,0.8532611
1328.0,Vitrector_tooltip,0,1017,465,0.80789304
1332.0,Vitrector_tooltip,0,1017,462,0.71655124
1334.0,Vitrector_tooltip,0,1015,461,0.82625383
1334.0,Vitrector_tooltip,0,1016,462,0.7617531
1336.0,Vitrector_tooltip,0,1016,465,0.9143412
1340.0,Vitrector_tooltip,0,1017,466,0.9745489
1342.0,Vitrector_tooltip,0,1015,467,0.98188996
1344.0,Vitrector_tooltip,0,1013,466,0.9571206
1344.0,Vitrector_tooltip,0,1011,466,0.92160547
1346.0,Vitrector_tooltip,0,1012,465,0.86140186
1350.0,Vitrector_tooltip,0,1012,464,0.82933754
1350.0,Vitrector_tooltip,0,1010,462,0.6777322
1354.0,Vitrector_tooltip,0,1010,459,0.57798946
1354.0,Vitrector_tooltip,0,1010,459,0.452607
1356.0,Vitrector_tooltip,0,1010,459,0.37607858
1358.0,Vitrector_tooltip,0,1010,459,0.3529215
1360.0,Vitrector_tooltip,0,1010,460,0.3725538
1362.0,Vitrector_tooltip,0,1008,460,0.42529437
1366.0,Vitrector_tooltip,0,996,455,0.93628854
1368.0,Vitrector_tooltip,0,996,455,0.83615226
1370.0,Vitrector_tooltip,0,994,454,0.9504926
1370.0,Vitrector_tooltip,0,993,452,0.9462696
1374.0,Vitrector_tooltip,0,992,451,0.96308964
1376.0,Vitrector_tooltip,0,992,450,0.9647867
1378.0,Vitrector_tooltip,0,989,447,0.9194804
1378.0,Vitrector_tooltip,0,987,442,0.8966781
1380.0,Vitrector_tooltip,0,985,440,0.976388
1384.0,Vitrector_tooltip,0,987,440,0.9771713
1386.0,Vitrector_tooltip,0,987,440,0.96552604
1386.0,Vitrector_tooltip,0,986,440,0.9547543
1388.0,Vitrector_tooltip,0,982,441,0.889906
1392.0,Vitrector_tooltip,0,979,441,0.7679727
1394.0,Vitrector_tooltip,0,978,441,0.68286175
1394.0,Vitrector_tooltip,0,978,441,0.5726949
1396.0,Vitrector_tooltip,0,969,438,0.7100089
1398.0,Vitrector_tooltip,0,968,437,0.69594216
1400.0,Vitrector_tooltip,0,968,437,0.7204124
1402.0,Vitrector_tooltip,0,966,436,0.84152526
1404.0,Vitrector_tooltip,0,963,436,0.91994685
1406.0,Vitrector_tooltip,0,960,435,0.914106
1410.0,Vitrector_tooltip,0,961,435,0.9002489
1412.0,Vitrector_tooltip,0,959,434,0.8045695
1412.0,Vitrector_tooltip,0,961,433,0.7952426
1414.0,Vitrector_tooltip,0,957,426,0.7763322
1418.0,Vitrector_tooltip,0,956,424,0.92126864
1420.0,Vitrector_tooltip,0,952,421,0.9628544
1422.0,Vitrector_tooltip,0,950,414,0.7897113
1422.0,Vitrector_tooltip,0,947,408,0.749153
1424.0,Vitrector_tooltip,0,947,408,0.8437997
1428.0,Vitrector_tooltip,0,948,407,0.85539
1430.0,Vitrector_tooltip,0,949,406,0.8547799
1432.0,Vitrector_tooltip,0,950,404,0.8756447
1432.0,Vitrector_tooltip,0,947,401,0.5502512
1434.0,Vitrector_tooltip,0,945,397,0.20866631
1436.0,Vitrector_tooltip,0,946,392,0.108714625
1438.0,Vitrector_tooltip,0,946,390,0.28228787
1442.0,Vitrector_tooltip,0,946,390,0.27773204
1442.0,Vitrector_tooltip,0,946,390,0.2741158
1446.0,Vitrector_tooltip,0,947,390,0.29552224
1448.0,Vitrector_tooltip,0,943,390,0.2571963
1448.0,Vitrector_tooltip,0,943,391,0.2468867
1450.0,Vitrector_tooltip,0,948,392,0.18446925
1452.0,Vitrector_tooltip,0,950,392,0.28800356
1456.0,Vitrector_tooltip,0,950,391,0.3551877
1456.0,Vitrector_tooltip,0,956,392,0.6066512
1458.0,Vitrector_tooltip,0,954,391,0.5618287
1460.0,Vitrector_tooltip,0,955,389,0.7469296
1464.0,Vitrector_tooltip,0,956,388,0.69687194
1466.0,Vitrector_tooltip,0,960,387,0.8152261
1466.0,Vitrector_tooltip,0,963,388,0.76648724
1470.0,Vitrector_tooltip,0,963,387,0.84592086
1472.0,Vitrector_tooltip,0,962,386,0.8719433
1472.0,Vitrector_tooltip,0,962,386,0.89311504
1474.0,Vitrector_tooltip,0,962,385,0.90682536
1478.0,Vitrector_tooltip,0,960,383,0.89412564
1478.0,Vitrector_tooltip,0,960,382,0.85238594
1480.0,Vitrector_tooltip,0,960,381,0.8583084
1482.0,Vitrector_tooltip,0,960,380,0.806056
1486.0,Vitrector_tooltip,0,959,378,0.4448295
1488.0,Vitrector_tooltip,0,961,372,0.6782398
1488.0,Vitrector_tooltip,0,962,371,0.8106359
1490.0,Vitrector_tooltip,0,963,371,0.8379304
1494.0,Vitrector_tooltip,0,962,370,0.91869575
1496.0,Vitrector_tooltip,0,962,369,0.94760317
1498.0,Vitrector_tooltip,0,962,369,0.94831824
1498.0,Vitrector_tooltip,0,961,369,0.94980323
1500.0,Vitrector_tooltip,0,961,369,0.9474603
1502.0,Vitrector_tooltip,0,960,368,0.9448193
1506.0,Vitrector_tooltip,0,960,369,0.9484452
1506.0,Vitrector_tooltip,0,960,369,0.9487771
1508.0,Vitrector_tooltip,0,960,369,0.954715
1510.0,Vitrector_tooltip,0,960,369,0.9540928
1512.0,Vitrector_tooltip,0,960,369,0.9574147
1516.0,Vitrector_tooltip,0,958,369,0.9521767
1516.0,Vitrector_tooltip,0,958,369,0.9541556
1518.0,Vitrector_tooltip,0,958,369,0.9453333
1520.0,Vitrector_tooltip,0,957,369,0.94590265
1524.0,Vitrector_tooltip,0,957,370,0.9356558
1526.0,Vitrector_tooltip,0,957,370,0.93164563
1526.0,Vitrector_tooltip,0,956,370,0.91794217
1530.0,Vitrector_tooltip,0,955,370,0.93081933
1532.0,Vitrector_tooltip,0,955,370,0.93988794
1534.0,Vitrector_tooltip,0,955,370,0.94028574
1536.0,Vitrector_tooltip,0,955,370,0.9365433
1536.0,Vitrector_tooltip,0,955,370,0.92710495
1540.0,Vitrector_tooltip,0,955,371,0.9132203
1542.0,Vitrector_tooltip,0,954,371,0.90850097
1544.0,Vitrector_tooltip,0,954,372,0.8713918
1544.0,Vitrector_tooltip,0,954,373,0.8550852
1546.0,Vitrector_tooltip,0,954,373,0.77058154
1550.0,Vitrector_tooltip,0,954,374,0.6774467
1552.0,Vitrector_tooltip,0,951,374,0.52066463
1554.0,Vitrector_tooltip,0,952,374,0.49279645
1556.0,Vitrector_tooltip,0,952,374,0.42352012
1556.0,Vitrector_tooltip,0,942,375,0.10099275
1556.0,Vitrector_tooltip,0,951,374,0.43643385
1558.0,Vitrector_tooltip,0,942,375,0.11472842
1558.0,Vitrector_tooltip,0,952,374,0.44406828
1560.0,Vitrector_tooltip,0,951,373,0.5283147
1562.0,Vitrector_tooltip,0,951,373,0.6045517
1566.0,Vitrector_tooltip,0,951,373,0.643562
1568.0,Vitrector_tooltip,0,951,373,0.658548
1568.0,Vitrector_tooltip,0,952,373,0.64699394
1570.0,Vitrector_tooltip,0,952,373,0.6357811
1572.0,Vitrector_tooltip,0,953,373,0.7280546
1574.0,Vitrector_tooltip,0,952,372,0.7551822
1578.0,Vitrector_tooltip,0,952,372,0.8005575
1580.0,Vitrector_tooltip,0,953,372,0.8541263
1582.0,Vitrector_tooltip,0,954,372,0.8630336
1582.0,Vitrector_tooltip,0,955,371,0.8701778
1586.0,Vitrector_tooltip,0,956,371,0.9352521
1588.0,Vitrector_tooltip,0,957,371,0.9471791
1590.0,Vitrector_tooltip,0,956,371,0.95009744
1590.0,Vitrector_tooltip,0,957,370,0.9492573
1592.0,Vitrector_tooltip,0,957,370,0.9511081
1594.0,Vitrector_tooltip,0,957,369,0.9514025
1596.0,Vitrector_tooltip,0,957,370,0.9588667
1600.0,Vitrector_tooltip,0,958,372,0.9112038
1602.0,Vitrector_tooltip,0,958,374,0.8282496
1602.0,Vitrector_tooltip,0,959,374,0.77701306
1604.0,Vitrector_tooltip,0,959,375,0.7427334
1606.0,Vitrector_tooltip,0,958,377,0.76224977
1610.0,Vitrector_tooltip,0,958,377,0.7741229
1612.0,Vitrector_tooltip,0,957,377,0.7719659
1612.0,Vitrector_tooltip,0,958,378,0.8310858
1614.0,Vitrector_tooltip,0,958,378,0.89446896
1618.0,Vitrector_tooltip,0,960,379,0.92873514
1620.0,Vitrector_tooltip,0,961,380,0.95491475
1622.0,Vitrector_tooltip,0,963,381,0.9549207
1624.0,Vitrector_tooltip,0,964,382,0.9467849
1624.0,Vitrector_tooltip,0,968,382,0.9302058
1626.0,Vitrector_tooltip,0,968,383,0.9045248
1628.0,Vitrector_tooltip,0,971,382,0.8123273
1630.0,Vitrector_tooltip,0,979,381,0.5771578
1634.0,Vitrector_tooltip,0,980,381,0.78222555
1636.0,Vitrector_tooltip,0,980,382,0.78421324
1636.0,Vitrector_tooltip,0,981,381,0.80531126
1638.0,Vitrector_tooltip,0,986,383,0.9291644
1640.0,Vitrector_tooltip,0,990,385,0.8442649
1644.0,Vitrector_tooltip,0,997,385,0.42991352
1646.0,Vitrector_tooltip,0,1000,386,0.1414546
1650.0,Vitrector_tooltip,0,1042,400,0.12115623
1652.0,Vitrector_tooltip,0,1048,406,0.42303705
1654.0,Vitrector_tooltip,0,1049,408,0.19312075
1658.0,Vitrector_tooltip,0,1051,409,0.20407838
1658.0,Vitrector_tooltip,0,1053,409,0.17729601
1660.0,Vitrector_tooltip,0,1053,413,0.19137554
1662.0,Vitrector_tooltip,0,1054,417,0.58038193
1664.0,Vitrector_tooltip,0,1054,418,0.72189504
1668.0,Vitrector_tooltip,0,1055,420,0.78818494
1668.0,Vitrector_tooltip,0,1056,423,0.64999205
1672.0,Vitrector_tooltip,0,1059,426,0.20784065
1674.0,Vitrector_tooltip,0,1057,426,0.2224789
1674.0,Vitrector_tooltip,0,1056,430,0.20379765
1678.0,Vitrector_tooltip,0,1054,426,0.17339493
1680.0,Vitrector_tooltip,0,1051,426,0.45528516
1680.0,Vitrector_tooltip,0,1049,422,0.60520136
1682.0,Vitrector_tooltip,0,1048,421,0.77694714
1686.0,Vitrector_tooltip,0,1046,421,0.40667483
1686.0,Vitrector_tooltip,0,1042,420,0.26665926
1688.0,Vitrector_tooltip,0,1019,420,0.29306713
1692.0,Vitrector_tooltip,0,1011,420,0.8510253
1694.0,Vitrector_tooltip,0,996,419,0.8917426
1696.0,Vitrector_tooltip,0,991,418,0.9453567
1696.0,Vitrector_tooltip,0,987,416,0.6794532
1700.0,Vitrector_tooltip,0,985,413,0.7183929
1702.0,Vitrector_tooltip,0,981,407,0.6492708
1702.0,Vitrector_tooltip,0,979,407,0.67701477
1704.0,Vitrector_tooltip,0,970,405,0.5455668
1708.0,Vitrector_tooltip,0,970,405,0.6456858
1708.0,Vitrector_tooltip,0,967,405,0.8118338
1710.0,Vitrector_tooltip,0,964,404,0.9365139
1712.0,Vitrector_tooltip,0,963,404,0.9357419
1716.0,Vitrector_tooltip,0,959,404,0.9682177
1718.0,Vitrector_tooltip,0,954,403,0.94143134
1720.0,Vitrector_tooltip,0,951,402,0.91882944
1720.0,Vitrector_tooltip,0,950,402,0.8053246
1724.0,Vitrector_tooltip,0,941,401,0.80617493
1726.0,Vitrector_tooltip,0,938,400,0.90530246
1726.0,Vitrector_tooltip,0,935,399,0.89612144
1728.0,Vitrector_tooltip,0,934,397,0.88086796
1730.0,Vitrector_tooltip,0,932,396,0.7003346
1732.0,Vitrector_tooltip,0,932,392,0.85122275
1734.0,Vitrector_tooltip,0,932,390,0.859637
1736.0,Vitrector_tooltip,0,934,389,0.91743284
1740.0,Vitrector_tooltip,0,934,388,0.9346617
1742.0,Vitrector_tooltip,0,936,389,0.9402143
1742.0,Vitrector_tooltip,0,936,391,0.8667601
1746.0,Vitrector_tooltip,0,936,392,0.6566638
1748.0,Vitrector_tooltip,0,938,400,0.5903552
1748.0,Vitrector_tooltip,0,951,403,0.477992
1752.0,Vitrector_tooltip,0,772,490,0.109904006
1752.0,Vitrector_tooltip,0,990,423,0.14619845
1754.0,Vitrector_tooltip,0,1056,451,0.15652792
1756.0,Vitrector_tooltip,0,1081,456,0.5418202
1804.0,Vitrector_tooltip,0,988,443,0.31801236
1806.0,Vitrector_tooltip,0,988,441,0.34179163
1806.0,Vitrector_tooltip,0,1011,448,0.24723488
1808.0,Vitrector_tooltip,0,994,448,0.6431779
1812.0,Vitrector_tooltip,0,990,447,0.7352029
1812.0,Vitrector_tooltip,0,980,441,0.6763871
1814.0,Vitrector_tooltip,0,984,441,0.82837504
1816.0,Vitrector_tooltip,0,983,440,0.82117444
1820.0,Vitrector_tooltip,0,983,440,0.86110574
1820.0,Vitrector_tooltip,0,981,439,0.77106833
1822.0,Vitrector_tooltip,0,981,439,0.6122343
1824.0,Vitrector_tooltip,0,980,440,0.57638323
1826.0,Vitrector_tooltip,0,979,440,0.48453555
1830.0,Vitrector_tooltip,0,980,440,0.45860153
1832.0,Vitrector_tooltip,0,980,441,0.37382242
1832.0,Vitrector_tooltip,0,981,442,0.40684417
1836.0,Vitrector_tooltip,0,970,436,0.51206756
1838.0,Vitrector_tooltip,0,968,435,0.59820473
1838.0,Vitrector_tooltip,0,983,439,0.17305316
1838.0,Vitrector_tooltip,0,965,432,0.4792031
1842.0,Vitrector_tooltip,0,964,431,0.5284805
1844.0,Vitrector_tooltip,0,959,423,0.8267786
1844.0,Vitrector_tooltip,0,957,421,0.8849888
1846.0,Vitrector_tooltip,0,957,421,0.9015872
1850.0,Vitrector_tooltip,0,956,420,0.9307328
1852.0,Vitrector_tooltip,0,954,418,0.91168255
1854.0,Vitrector_tooltip,0,951,416,0.7814301
1854.0,Vitrector_tooltip,0,951,414,0.5756366
1856.0,Vitrector_tooltip,0,953,408,0.54706055
1858.0,Vitrector_tooltip,0,952,406,0.8388229
1860.0,Vitrector_tooltip,0,950,406,0.79342633
1864.0,Vitrector_tooltip,0,947,405,0.8785705
1866.0,Vitrector_tooltip,0,949,403,0.8407803
1868.0,Vitrector_tooltip,0,947,402,0.8323462
1870.0,Vitrector_tooltip,0,950,401,0.5854497
1870.0,Vitrector_tooltip,0,952,400,0.46889582
1872.0,Vitrector_tooltip,0,950,391,0.36674443
1876.0,Vitrector_tooltip,0,949,390,0.48788694
1878.0,Vitrector_tooltip,0,951,389,0.15604186
1880.0,Vitrector_tooltip,0,952,387,0.15886036
1884.0,Vitrector_tooltip,0,954,384,0.15195613
1900.0,Vitrector_tooltip,0,938,352,0.20163004
1900.0,Vitrector_tooltip,0,935,352,0.21119316
1904.0,Vitrector_tooltip,0,932,352,0.6385945
1904.0,Vitrector_tooltip,0,932,354,0.4175402
1906.0,Vitrector_tooltip,0,929,354,0.44539326
1908.0,Vitrector_tooltip,0,928,356,0.29897374
1910.0,Vitrector_tooltip,0,925,356,0.24597222
1914.0,Vitrector_tooltip,0,926,361,0.2033805
1916.0,Vitrector_tooltip,0,922,357,0.19606689
1916.0,Vitrector_tooltip,0,924,362,0.2306225
1920.0,Vitrector_tooltip,0,925,364,0.40710437
1922.0,Vitrector_tooltip,0,925,364,0.49679345
1922.0,Vitrector_tooltip,0,921,366,0.37974873
1924.0,Vitrector_tooltip,0,908,371,0.84239835
1928.0,Vitrector_tooltip,0,905,373,0.7622601
1928.0,Vitrector_tooltip,0,905,370,0.8641799
1930.0,Vitrector_tooltip,0,904,368,0.8831706
1932.0,Vitrector_tooltip,0,904,364,0.6911863
1934.0,Vitrector_tooltip,0,902,356,0.47803327
1936.0,Vitrector_tooltip,0,904,354,0.61980295
1940.0,Vitrector_tooltip,0,903,350,0.8592778
1942.0,Vitrector_tooltip,0,902,347,0.77357525
1944.0,Vitrector_tooltip,0,903,345,0.75707996
1944.0,Vitrector_tooltip,0,902,343,0.5203084
1948.0,Vitrector_tooltip,0,899,338,0.616806
1950.0,Vitrector_tooltip,0,896,338,0.57670265
1950.0,Vitrector_tooltip,0,894,339,0.5204331
1954.0,Vitrector_tooltip,0,892,342,0.5049012
1956.0,Vitrector_tooltip,0,890,340,0.40061578
1958.0,Vitrector_tooltip,0,890,338,0.5659926
1960.0,Vitrector_tooltip,0,891,337,0.6088308
1960.0,Vitrector_tooltip,0,891,336,0.6350274
1962.0,Vitrector_tooltip,0,889,334,0.6275891
1964.0,Vitrector_tooltip,0,876,332,0.6356261
1966.0,Vitrector_tooltip,0,873,334,0.90494084
1968.0,Vitrector_tooltip,0,873,335,0.8204187
1972.0,Vitrector_tooltip,0,870,339,0.8712423
1974.0,Vitrector_tooltip,0,867,341,0.7823025
1976.0,Vitrector_tooltip,0,864,341,0.6717651
1976.0,Vitrector_tooltip,0,864,341,0.71130556
1978.0,Vitrector_tooltip,0,863,341,0.7060462
1980.0,Vitrector_tooltip,0,863,341,0.61494786
1984.0,Vitrector_tooltip,0,861,341,0.51477677
1984.0,Vitrector_tooltip,0,861,341,0.45670128
1988.0,Vitrector_tooltip,0,861,343,0.54117465
1990.0,Vitrector_tooltip,0,860,344,0.63193303
1990.0,Vitrector_tooltip,0,860,344,0.54775804
1994.0,Vitrector_tooltip,0,859,344,0.44913027
1994.0,Vitrector_tooltip,0,846,345,0.46998534
1996.0,Vitrector_tooltip,0,845,345,0.55113566
1998.0,Vitrector_tooltip,0,844,345,0.6091421
2000.0,Vitrector_tooltip,0,844,345,0.52963233
2002.0,Vitrector_tooltip,0,845,345,0.42073214
2006.0,Vitrector_tooltip,0,844,344,0.37223208
2008.0,Vitrector_tooltip,0,847,340,0.39644969
2008.0,Vitrector_tooltip,0,847,340,0.38444954
2010.0,Vitrector_tooltip,0,846,339,0.40599412
2014.0,Vitrector_tooltip,0,846,339,0.5035758
2016.0,Vitrector_tooltip,0,845,338,0.67492753
